hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
595, 900.00000, 713.318, 14.3848, 689.06, 13.5483, 716.849, 14.7629
595, 1800.00000, 720.033, 13.9761, 681.59, 13.1226, 726.148, 14.5341
595, 2700.00000, 738.418, 14.0597, 688.175, 12.9607, 735.382, 14.5016
596, 0.00000, 732.374, 14.4238, 692.207, 13.3436, 730.209, 14.9898
596, 900.00000, 711.565, 14.362, 679.719, 13.4134, 724.451, 15.164
596, 1800.00000, 711.411, 14.2071, 675.383, 13.2907, 713.609, 14.8512
596, 2700.00000, 724.423, 14.5243, 693.185, 13.6288, 747.458, 15.0372
597, 0.00000, 711.102, 14.5292, 690.975, 13.8047, 746.146, 15.2344
597, 900.00000, 685.021, 14.9846, 652.132, 13.9992, 711.009, 15.5019
597, 1800.00000, 653.086, 14.9556, 618.766, 13.831, 675.427, 15.3072
597, 2700.00000, 612.546, 14.7759, 582.146, 13.5116, 631.038, 15.1706
598, 0.00000, 588.798, 15.0773, 561.948, 13.6141, 598.705, 15.3565
598, 900.00000, 520.248, 14.9143, 494.296, 13.3807, 516.419, 15.4226
598, 1800.00000, 510.551, 15.0462, 502.285, 13.595, 493.778, 15.5294
598, 2700.00000, 504.208, 15.5995, 491.956, 14.1137, 477.58, 15.8769
599, 0.00000, 481.894, 15.5149, 465.523, 13.7557, 453.005, 15.7677
599, 900.00000, 443.613, 15.7713, 427.755, 14.2559, 415.659, 16.2914
599, 1800.00000, 432.076, 15.9077, 404.016, 14.4544, 407.01, 16.188
599, 2700.00000, 415.482, 15.5963, 393.453, 14.2293, 396.395, 16.1043
600, 0.00000, 405.049, 15.4045, 376.741, 13.6789, 393.354, 16.0758
600, 900.00000, 382.523, 15.2457, 370.366, 13.6619, 378.405, 15.8674
600, 1800.00000, 384.425, 15.1866, 376.348, 13.6834, 382.608, 15.7865
600, 2700.00000, 385.958, 15.0754, 376.674, 13.4957, 385.385, 15.7997
601, 0.00000, 380.017, 14.541, 370.115, 12.818, 385.554, 15.3634
601, 900.00000, 357.414, 14.4241, 344.05, 12.7397, 348.59, 15.5014
601, 1800.00000, 363.582, 14.4626, 350.596, 12.7805, 344.601, 15.2773
601, 2700.00000, 351.705, 13.5464, 343.744, 12.0442, 337.57, 14.5224
602, 0.00000, 364.084, 13.5108, 355.882, 12.0309, 347.097, 14.3315
602, 900.00000, 380.585, 13.755, 376.382, 12.1985, 359.434, 14.4431
602, 1800.00000, 368.302, 12.7049, 371.062, 11.4038, 355.652, 13.6884
602, 2700.00000, 387.794, 12.8131, 390.444, 11.7941, 371.037, 13.7428
603, 0.00000, 412.606, 13.3144, 411.55, 12.3225, 392.174, 14.0897
603, 900.00000, 417.377, 12.9715, 413.774, 11.8292, 392.515, 13.5094
603, 1800.00000, 422.015, 12.5474, 423.56, 11.6079, 399.883, 13.2462
603, 2700.00000, 440.097, 12.6481, 447.751, 11.6747, 425.599, 13.3052
604, 0.00000, 446.012, 12.0798, 455.472, 11.0591, 438.785, 12.8485
604, 900.00000, 471.698, 12.0813, 482.139, 11.2402, 465.149, 12.841
604, 1800.00000, 498.154, 12.2018, 509.085, 11.4297, 488.13, 12.964
604, 2700.00000, 503.788, 11.7098, 518.341, 10.9665, 493.908, 12.486
605, 0.00000, 521.313, 11.6256, 538.13, 10.8739, 507.713, 12.3085
605, 900.00000, 565.439, 11.6205, 569.884, 10.9414, 552.226, 12.2656
605, 1800.00000, 604.443, 11.9012, 606.244, 11.246, 582.241, 12.3823
605, 2700.00000, 635.768, 11.7097, 652.701, 11.3366, 608.417, 12.1721
606, 0.00000, 660.898, 11.472, 688.973, 11.1948, 632.621, 12.0713
606, 900.00000, 705.797, 11.5821, 716.446, 11.0593, 677.042, 12.1733
606, 1800.00000, 734.58, 11.976, 732.186, 11.0901, 695.784, 12.3489
606, 2700.00000, 755.648, 11.9787, 745.855, 11.1009, 723.394, 12.5321
607, 0.00000, 774.036, 12.3836, 771.948, 11.7287, 740.795, 12.8474
607, 900.00000, 783.282, 13.0934, 781.853, 12.2313, 757.458, 13.3341
607, 1800.00000, 773.921, 13.0726, 789.279, 12.1572, 760.278, 13.4354
607, 2700.00000, 784.575, 13.394, 798.404, 12.3195, 768.366, 13.815
608, 0.00000, 788.869, 13.7975, 802.188, 12.6041, 770.701, 13.9784
608, 900.00000, 792.391, 14.4854, 820.176, 13.1307, 780.733, 14.5082
608, 1800.00000, 783.949, 14.398, 810.388, 13.2378, 777.27, 14.5073
608, 2700.00000, 759.856, 14.349, 782.912, 13.479, 770.933, 14.4163
609, 0.00000, 759.771, 14.1165, 757.847, 13.2411, 767.672, 14.1324
609, 900.00000, 808.435, 14.7592, 767.552, 13.8598, 798.343, 14.7713
609, 1800.00000, 805.024, 14.8881, 755.436, 14.1596, 795.403, 15.0771
609, 2700.00000, 764.898, 15.0399, 719.815, 14.3762, 725.009, 15.3505
610, 0.00000, 735.486, 15.2262, 696.254, 14.5026, 703.341, 15.6521
610, 900.00000, 738.499, 15.4922, 708.35, 14.8419, 705.133, 15.6305
610, 1800.00000, 691.256, 15.4902, 679.746, 14.8271, 663.478, 15.5034
610, 2700.00000, 685.833, 15.6225, 665.007, 14.6543, 651.198, 15.5794
611, 0.00000, 696.606, 15.5656, 686.212, 14.45, 673.29, 15.5995
611, 900.00000, 697.701, 15.5704, 692.253, 14.7202, 683.028, 15.7312
611, 1800.00000, 689.045, 15.7089, 691.856, 14.8535, 670.145, 15.7753
611, 2700.00000, 661.888, 15.6181, 675.093, 14.8542, 651.025, 15.7026
612, 0.00000, 635.632, 15.7487, 630.553, 14.6947, 609.427, 15.461
612, 900.00000, 637.195, 15.1034, 622.98, 14.2844, 625.414, 15.2114
612, 1800.00000, 648.372, 15.3287, 628.974, 14.6131, 625.084, 15.4829
612, 2700.00000, 655.045, 15.6807, 629.2, 14.9734, 627.596, 15.7746
613, 0.00000, 653.367, 15.7932, 610.458, 15.0015, 604.542, 15.8048
613, 900.00000, 651.62, 15.7232, 600.829, 14.8793, 590.077, 15.6757
613, 1800.00000, 626.126, 15.6401, 589.669, 14.8326, 574.888, 15.6765
613, 2700.00000, 631.325, 15.9293, 591.745, 14.9688, 581.645, 16.0179
614, 0.00000, 614.834, 16.0273, 576.916, 14.9122, 580.394, 16.121
614, 900.00000, 610.148, 16.0035, 560.423, 14.7239, 578.825, 16.1171
614, 1800.00000, 599.984, 15.5157, 564.028, 14.4004, 580.63, 15.7285
614, 2700.00000, 617.975, 15.1608, 591.37, 14.0588, 598.15, 15.2722
615, 0.00000, 624.716, 15.3084, 606.178, 14.4006, 611.854, 15.5163
615, 900.00000, 608.529, 15.0648, 599.482, 14.4652, 605.431, 15.409
615, 1800.00000, 602.662, 15.3846, 588.807, 14.5364, 580.159, 15.5323
615, 2700.00000, 586.123, 15.07, 579.395, 14.2911, 559.247, 15.2755
616, 0.00000, 564.661, 14.6979, 552.842, 13.9819, 546.654, 15.0354
616, 900.00000, 597.221, 15.0325, 567.498, 13.938, 595.389, 15.2572
616, 1800.00000, 605.07, 15.1823, 578.798, 14.0693, 600.31, 15.326
616, 2700.00000, 615.466, 14.9902, 584.691, 13.9727, 620.914, 15.2833
617, 0.00000, 604.485, 15.0802, 576.861, 14.136, 604.086, 15.5835
617, 900.00000, 643.169, 14.9231, 610.325, 13.9717, 653.283, 15.4702
617, 1800.00000, 672.663, 15.8503, 638.462, 14.7971, 691.479, 16.1171
617, 2700.00000, 682.11, 15.6123, 652.076, 14.7101, 701.575, 15.8452
618, 0.00000, 701.822, 15.4286, 667.811, 14.5539, 715.173, 15.6108
618, 900.00000, 714.478, 15.2236, 672.1, 14.2505, 706.44, 15.4831
618, 1800.00000, 702.966, 15.0218, 661.282, 14.0709, 701.942, 15.1354
618, 2700.00000, 710.879, 14.6761, 677.122, 13.7448, 712.68, 14.9627
619, 0.00000, 713.454, 14.7996, 677.256, 13.8935, 719.102, 15.0761
619, 900.00000, 735.584, 14.4371, 690.586, 13.572, 746.241, 14.778
619, 1800.00000, 747.162, 14.659, 694.122, 13.6211, 755.198, 14.9535
619, 2700.00000, 735.252, 14.4252, 701.478, 13.3299, 740.352, 14.5611
620, 0.00000, 730.652, 14.5822, 706.486, 13.6042, 740.994, 14.806
620, 900.00000, 715.262, 14.6817, 694.31, 13.6493, 725.535, 14.9441
620, 1800.00000, 696.787, 14.439, 676.208, 13.5113, 680.879, 14.5745
620, 2700.00000, 685.334, 14.3209, 666.818, 13.4389, 681.725, 14.6022
621, 0.00000, 697.483, 14.8684, 679.876, 14.0401, 714.004, 15.3597
621, 900.00000, 652.325, 15.097, 631.355, 14.1341, 657.45, 15.4897
621, 1800.00000, 614.373, 14.8737, 583.978, 13.6158, 615.573, 15.0008
621, 2700.00000, 552.843, 14.3123, 529.005, 12.976, 547.914, 14.1816
622, 0.00000, 533.417, 14.6535, 505.353, 13.2115, 543.176, 14.6616
622, 900.00000, 457.589, 13.758, 441.203, 12.6322, 474.599, 14.2824
622, 1800.00000, 437.226, 13.7866, 421.13, 12.8693, 428.01, 14.167
622, 2700.00000, 428.452, 14.4278, 406.742, 13.2968, 412.32, 14.5299
623, 0.00000, 413.414, 14.5562, 386.861, 12.934, 399.68, 14.7817
623, 900.00000, 368.279, 14.0877, 349.889, 12.5796, 354.118, 14.6848
623, 1800.00000, 357.382, 13.8854, 347.46, 12.2793, 353.023, 14.5053
623, 2700.00000, 365.971, 13.5202, 343.124, 11.6783, 352.29, 14.047
624, 0.00000, 377.47, 13.1911, 363.278, 12.0376, 360.881, 13.8471
624, 900.00000, 403.626, 13.0095, 397.839, 12.0905, 405.692, 14.1455
624, 1800.00000, 409.961, 13.157, 405.467, 12.2802, 410.24, 14.1252
624, 2700.00000, 406.959, 13.143, 397.345, 12.2532, 409.439, 14.1692
625, 0.00000, 396.591, 13.1209, 379.979, 11.6309, 397.177, 13.827
625, 900.00000, 364.916, 13.3577, 355.911, 12.0811, 363.07, 14.3301
625, 1800.00000, 331.865, 12.3514, 327.926, 11.1339, 325.721, 13.3642
625, 2700.00000, 320.565, 12.0827, 313.714, 10.7137, 310.954, 13.1091
626, 0.00000, 320.875, 12.2097, 315.062, 10.8893, 315.762, 13.5186
626, 900.00000, 318.583, 11.9462, 324.248, 10.9831, 318.816, 13.6675
626, 1800.00000, 318.373, 11.6214, 323.659, 10.6552, 318.975, 13.3492
626, 2700.00000, 325.841, 11.7793, 326.423, 10.6241, 319.2, 13.1435
627, 0.00000, 320.266, 11.2558, 325.448, 10.3378, 309.54, 12.4225
627, 900.00000, 328.17, 11.8466, 333.7, 10.8997, 320.735, 13.1128
627, 1800.00000, 329.667, 12.0432, 334.035, 11.0829, 322.176, 13.314
627, 2700.00000, 317.122, 11.2209, 315.918, 9.89826, 303.512, 12.0894
628, 0.00000, 329.912, 11.7076, 333.377, 10.683, 324.192, 12.9266
628, 900.00000, 352.589, 12.2437, 355.558, 11.3538, 346.245, 13.3178
628, 1800.00000, 351.758, 11.2676, 353.691, 10.3762, 338.235, 11.9295
628, 2700.00000, 386.684, 12.1836, 402.077, 11.924, 380.735, 13.105
629, 0.00000, 409.15, 12.2534, 429.745, 12.1926, 401.918, 13.2712
629, 900.00000, 425.798, 11.1567, 420.703, 11.0281, 409.823, 12.1629
629, 1800.00000, 455.132, 11.8401, 448.858, 11.6632, 437.809, 12.7723
629, 2700.00000, 467.96, 12.0643, 466.137, 11.7853, 449.018, 12.676
630, 0.00000, 484.303, 11.9741, 476.567, 11.584, 470.109, 12.7943
630, 900.00000, 528.301, 12.5954, 526.609, 12.3457, 512.321, 13.4521
630, 1800.00000, 536.685, 12.4037, 534.779, 12.2033, 524.418, 13.3307
630, 2700.00000, 572.179, 12.6982, 555.917, 12.2464, 558.663, 13.582
631, 0.00000, 594.224, 13.045, 578.611, 12.8008, 572.957, 13.8134
631, 900.00000, 610.063, 13.1378, 600.107, 12.9192, 595.739, 13.7301
631, 1800.00000, 614.395, 13.246, 608.496, 12.8367, 610.986, 13.8285
631, 2700.00000, 635.98, 13.6232, 622.698, 12.8568, 639.129, 14.0371
632, 0.00000, 645.262, 13.6903, 636.086, 13.0484, 642.925, 13.8916
632, 900.00000, 689.516, 14.4978, 671.88, 13.7021, 681.695, 14.5595
632, 1800.00000, 671.823, 14.8916, 655.236, 13.9013, 657.81, 14.8781
632, 2700.00000, 658.95, 15.0222, 657.365, 14.0981, 638.732, 15.1285
633, 0.00000, 664.113, 15.1441, 673.549, 14.2883, 656.985, 15.3973
633, 900.00000, 675.693, 15.4036, 682.593, 14.5322, 678.468, 15.5893
633, 1800.00000, 674.175, 15.029, 678.51, 14.2552, 673.889, 15.176
633, 2700.00000, 695.259, 14.79, 684.62, 14.0616, 689.895, 14.9099
634, 0.00000, 700.077, 14.8975, 674.912, 14.3711, 669.804, 15.1261
634, 900.00000, 701.951, 15.2413, 683.421, 14.5889, 683.501, 15.4007
634, 1800.00000, 720.585, 15.7814, 691.156, 14.879, 696.815, 15.6956
634, 2700.00000, 681.933, 15.5458, 662.879, 14.6214, 673.46, 15.4381
635, 0.00000, 665.452, 15.5649, 653.289, 14.6636, 661.679, 15.5307
635, 900.00000, 664.302, 15.8195, 660.32, 14.8948, 659.923, 15.747
635, 1800.00000, 655.039, 15.8353, 665.932, 14.9908, 642.907, 15.6652
635, 2700.00000, 638.61, 15.7073, 658.415, 14.9237, 633.099, 15.628
636, 0.00000, 631.228, 15.7426, 639.413, 14.6936, 636.451, 15.6565
636, 900.00000, 630.833, 15.7925, 635.875, 14.7285, 643.592, 15.6052
636, 1800.00000, 643.039, 15.8683, 660.123, 14.9743, 633.664, 15.7617
636, 2700.00000, 646.72, 16.0067, 647.313, 15.1522, 639.029, 16.1789
637, 0.00000, 617.547, 15.7922, 596.554, 15.0152, 627.4, 16.0562
637, 900.00000, 604.175, 15.6469, 587.867, 14.8701, 612.368, 15.9555
637, 1800.00000, 628.543, 16.1145, 603.323, 15.1819, 630.207, 16.5311
637, 2700.00000, 615.497, 15.9196, 587.495, 14.6988, 607.285, 16.3519
638, 0.00000, 609.625, 15.9119, 580.824, 14.5876, 598.299, 16.2805
638, 900.00000, 591.532, 15.4679, 569.406, 14.2802, 592.961, 16.0246
638, 1800.00000, 594.139, 15.2345, 557.247, 14.0689, 584.971, 15.6111
638, 2700.00000, 586.216, 15.3047, 559.704, 14.364, 579.403, 15.77
639, 0.00000, 595.285, 15.4986, 566.086, 14.7674, 593.436, 16.1138
639, 900.00000, 594.343, 15.4764, 560.258, 14.6946, 583.965, 15.9216
639, 1800.00000, 589.282, 15.7094, 568.088, 14.7626, 578.375, 16.0202
639, 2700.00000, 597.651, 15.4236, 600.515, 14.468, 603.838, 15.5635
640, 0.00000, 605.003, 15.6802, 600.503, 14.4668, 618.209, 15.6325
640, 900.00000, 606.552, 15.7251, 597.727, 14.5659, 602.336, 15.8011
640, 1800.00000, 582.727, 15.2619, 581.049, 14.1433, 583.615, 15.4542
640, 2700.00000, 607.387, 15.5298, 584.117, 14.296, 593.864, 15.6295
641, 0.00000, 613.659, 15.2807, 598.904, 14.1632, 597.071, 15.5445
641, 900.00000, 657.682, 15.0913, 632.869, 14.085, 638.117, 15.2272
641, 1800.00000, 691.923, 15.169, 648.184, 14.0633, 682.769, 15.3385
641, 2700.00000, 721.024, 15.0309, 664.08, 13.9543, 707.022, 15.3196
642, 0.00000, 735.93, 15.1571, 702.288, 14.4969, 730.032, 15.4333
642, 900.00000, 776.526, 14.9157, 756.069, 14.1166, 762.064, 15.1065
642, 1800.00000, 753.353, 14.6703, 743.203, 13.7303, 738.702, 14.7869
642, 2700.00000, 765.585, 14.2929, 768.351, 13.3765, 755.149, 14.4034
643, 0.00000, 783.724, 14.3214, 775.32, 13.5033, 768.72, 14.5118
643, 900.00000, 771.071, 14.044, 745.944, 13.3734, 763.542, 14.2664
643, 1800.00000, 771.103, 14.1751, 746.498, 12.9905, 793.396, 14.2129
643, 2700.00000, 758.127, 14.2465, 744.89, 13.1914, 795.673, 14.3466
644, 0.00000, 735.222, 14.4318, 716.048, 13.2439, 749.291, 14.537
644, 900.00000, 724.194, 14.6026, 699.737, 13.2829, 724.431, 14.5841
644, 1800.00000, 721.965, 14.5404, 697.893, 13.2685, 732.135, 14.6916
644, 2700.00000, 724.563, 14.6006, 706.14, 13.599, 742.988, 14.9342
645, 0.00000, 744.988, 14.7221, 731.013, 13.7762, 766.136, 14.7629
645, 900.00000, 686.742, 14.6339, 677.221, 13.5891, 705.969, 14.5394
645, 1800.00000, 659.162, 14.6907, 667.257, 13.9339, 699.855, 14.8681
645, 2700.00000, 631.578, 14.6908, 637.807, 14.0227, 670.371, 14.9414
646, 0.00000, 631.477, 14.978, 626.232, 14.0057, 659.642, 15.0387
646, 900.00000, 582.077, 14.7666, 585.522, 13.79, 610.114, 14.9249
646, 1800.00000, 593.278, 15.0291, 585.882, 14.0103, 612.264, 15.2596
646, 2700.00000, 550.849, 14.8279, 521.189, 13.8446, 534.892, 15.2487
647, 0.00000, 527.682, 14.8602, 502.605, 13.8711, 513.858, 15.2571
647, 900.00000, 480.808, 14.7058, 459.013, 13.6687, 464.319, 14.9827
647, 1800.00000, 469.956, 14.7691, 455.591, 13.8522, 453.073, 14.9904
647, 2700.00000, 451.743, 14.9394, 435.186, 13.9851, 441.651, 15.4698
648, 0.00000, 414.438, 14.669, 399.358, 13.6649, 409.561, 15.2611
648, 900.00000, 343.088, 14.7153, 327.589, 13.448, 332.596, 15.3811
648, 1800.00000, 311.614, 13.6799, 289.406, 11.8379, 292.652, 14.0488
648, 2700.00000, 308.774, 13.5823, 287.204, 11.6861, 293.938, 14.082
649, 0.00000, 296.431, 13.751, 274.028, 11.6391, 287.281, 14.3845
649, 900.00000, 283.303, 13.8559, 256.866, 11.7153, 273.358, 14.92
649, 1800.00000, 286.574, 14.0448, 261.353, 11.9632, 267.274, 14.6871
649, 2700.00000, 270.134, 13.2224, 253.871, 11.3303, 252.497, 13.9606
650, 0.00000, 266.091, 12.9818, 255.754, 11.5435, 250.264, 13.8405
650, 900.00000, 247.336, 11.9755, 246.349, 10.8608, 233.181, 13.0901
650, 1800.00000, 242.122, 11.6001, 238.867, 10.2585, 232.26, 13.0008
650, 2700.00000, 248.948, 11.8704, 245.007, 10.5931, 243.385, 13.2953
651, 0.00000, 255.791, 12.045, 248.829, 10.6092, 249.99, 13.2957
651, 900.00000, 258.816, 11.9041, 256.993, 10.5719, 251.829, 13.2095
651, 1800.00000, 265.909, 11.763, 270.602, 10.8588, 264.263, 13.5216
651, 2700.00000, 276.569, 11.9859, 282.626, 10.8652, 271.133, 13.448
652, 0.00000, 275.322, 11.4612, 283.632, 10.5936, 263.055, 12.5473
652, 900.00000, 290.255, 12.1243, 300.128, 11.3601, 281.392, 13.3967
652, 1800.00000, 308.842, 12.859, 316.744, 12.0687, 305.939, 14.1659
652, 2700.00000, 296.876, 11.8979, 289.589, 10.4934, 283.835, 12.7412
653, 0.00000, 311.644, 12.2274, 306.041, 11.1013, 302.49, 13.331
653, 900.00000, 350.202, 12.4122, 330.588, 11.7194, 337.337, 13.5275
653, 1800.00000, 350.802, 11.6197, 335.204, 11.0116, 332.415, 12.2882
653, 2700.00000, 392.351, 12.5109, 378.969, 12.0312, 374.741, 13.3724
654, 0.00000, 414.561, 12.6243, 403.774, 12.2356, 391.544, 13.481
654, 900.00000, 411.654, 11.8884, 399.066, 11.3012, 389.658, 12.53
654, 1800.00000, 431.401, 12.3306, 417.238, 11.7082, 416.305, 13.1901
654, 2700.00000, 475.279, 12.8951, 455.625, 12.3299, 450.647, 13.4947
655, 0.00000, 476.774, 12.8059, 461.595, 12.4361, 450.957, 13.4272
655, 900.00000, 527.318, 14.4044, 511.76, 13.8213, 503.279, 14.892
655, 1800.00000, 531.979, 14.9988, 516.166, 14.058, 512.602, 15.2313
655, 2700.00000, 563.87, 14.9812, 533.246, 14.0203, 538.461, 15.1425
656, 0.00000, 555.927, 14.7706, 546.926, 13.9353, 555.258, 14.9115
656, 900.00000, 575.255, 15.5205, 578.378, 14.8239, 576.094, 15.6408
656, 1800.00000, 569.684, 16.144, 569.262, 15.3432, 570.113, 16.0165
656, 2700.00000, 577.234, 16.0231, 569.087, 15.3207, 562.632, 16.3987
657, 0.00000, 581.132, 16.0704, 575.527, 15.2923, 564.219, 16.4379
657, 900.00000, 603.518, 16.147, 605.683, 15.336, 580.291, 16.6509
657, 1800.00000, 596.524, 15.9803, 596.35, 15.08, 564.904, 16.4871
657, 2700.00000, 588.017, 16.3346, 598.407, 15.3293, 562.598, 16.9834
658, 0.00000, 584.851, 16.3638, 591.077, 15.4176, 557.137, 16.9775
658, 900.00000, 599.659, 16.4326, 610.776, 15.5815, 576.156, 16.9546
658, 1800.00000, 581.29, 16.3342, 599.942, 15.5066, 566.716, 16.6761
658, 2700.00000, 569.503, 16.2463, 580.358, 15.151, 557.641, 16.5489
659, 0.00000, 560.166, 16.0722, 570.682, 14.8768, 542.745, 16.3594
659, 900.00000, 594.601, 16.5825, 590.508, 15.4037, 574.181, 16.6501
659, 1800.00000, 580.264, 16.7175, 566.862, 15.8269, 577.049, 16.7444
659, 2700.00000, 576.911, 16.6237, 567.042, 15.9488, 583.055, 16.8512
660, 0.00000, 570.907, 16.3409, 548.054, 15.5571, 575.398, 16.6661
660, 900.00000, 583.822, 16.6314, 556.869, 15.8319, 581.413, 17.0944
660, 1800.00000, 579.23, 16.7939, 555.022, 15.8782, 585.333, 16.9294
660, 2700.00000, 576.823, 16.8474, 544.46, 15.7206, 580.883, 16.8658
661, 0.00000, 568.547, 16.7242, 547.265, 15.938, 575.19, 16.8782
661, 900.00000, 569.767, 16.5862, 543.133, 15.4854, 579.937, 16.6702
661, 1800.00000, 561.406, 16.2337, 559.532, 15.5256, 581.497, 16.5993
661, 2700.00000, 573.389, 16.3687, 568.433, 15.7657, 577.353, 16.7277
662, 0.00000, 572.851, 16.4904, 535.838, 15.4336, 566.114, 16.7124
662, 900.00000, 581.573, 16.7416, 548.282, 15.9334, 582.23, 16.8181
662, 1800.00000, 582.361, 16.3915, 551.743, 15.8563, 586.041, 16.6931
662, 2700.00000, 572.779, 16.5315, 558.738, 16.0968, 569.543, 16.6962
663, 0.00000, 551.974, 16.6653, 529.373, 15.8526, 545.62, 16.9332
663, 900.00000, 573.494, 16.3666, 539.603, 15.3688, 567.508, 16.3545
663, 1800.00000, 577.882, 16.623, 540.939, 15.2384, 578.217, 16.5627
663, 2700.00000, 573.922, 16.5437, 543.952, 15.4513, 583.247, 16.6021
664, 0.00000, 609.015, 16.3991, 561.06, 15.4204, 598.483, 16.6523
664, 900.00000, 634.503, 16.2796, 580.525, 15.084, 623.014, 16.4827
664, 1800.00000, 631.433, 15.9017, 574.749, 14.7385, 621.515, 16.1268
664, 2700.00000, 622.403, 15.4908, 580.958, 14.7957, 615.947, 15.8636
665, 0.00000, 617.523, 15.9493, 592.801, 15.0632, 607.297, 16.277
665, 900.00000, 654.734, 15.3995, 628.997, 14.5449, 651.108, 15.9316
665, 1800.00000, 669.449, 15.4725, 637.58, 14.4243, 660.891, 15.8542
665, 2700.00000, 696.275, 15.3659, 686.131, 14.3895, 734.892, 15.6089
666, 0.00000, 701.595, 15.2118, 685.659, 14.1648, 754.393, 15.5391
666, 900.00000, 722.516, 14.8294, 710.64, 14.0257, 765.824, 15.0441
666, 1800.00000, 710.859, 15.0775, 711.428, 14.4262, 731.028, 15.1955
666, 2700.00000, 722.52, 15.2312, 710.84, 14.2884, 731.731, 15.2221
667, 0.00000, 729.612, 15.2397, 701.117, 14.2253, 730.117, 15.1783
667, 900.00000, 713.088, 14.2888, 686.316, 13.5434, 725.126, 14.6413
667, 1800.00000, 707.132, 14.3089, 672.256, 13.3154, 726.589, 14.5271
667, 2700.00000, 736.559, 14.6771, 697.189, 13.522, 724.609, 14.8511
668, 0.00000, 708.153, 14.6599, 660.819, 13.686, 703.131, 14.9896
668, 900.00000, 647.792, 14.7917, 625.399, 13.9801, 649.638, 15.1376
668, 1800.00000, 623.921, 14.4701, 625.799, 13.9515, 631.741, 14.9214
668, 2700.00000, 630.502, 14.9649, 629.737, 14.1747, 636.697, 15.1363
669, 0.00000, 623.723, 15.3912, 609.473, 14.4332, 649.837, 15.5372
669, 900.00000, 556.196, 15.0211, 558.82, 14.2612, 586.661, 15.4836
669, 1800.00000, 554.419, 14.9794, 550.404, 14.0219, 577.467, 15.6032
669, 2700.00000, 552.751, 15.2788, 537.281, 13.8963, 563.468, 15.9035
670, 0.00000, 521.81, 15.1917, 516.67, 13.9675, 523.126, 15.6983
670, 900.00000, 480.21, 15.1008, 484.655, 14.2231, 478.207, 15.6548
670, 1800.00000, 466.42, 15.0584, 478.444, 14.0031, 460.968, 15.6568
670, 2700.00000, 421.722, 14.4649, 421.81, 13.2723, 404.218, 15.1565
671, 0.00000, 409.599, 14.5253, 407.589, 13.5332, 398.757, 15.521
671, 900.00000, 371.67, 14.8757, 370.811, 13.6691, 360.436, 15.6978
671, 1800.00000, 364.93, 14.8945, 356.511, 13.6183, 361.305, 15.7002
671, 2700.00000, 365.48, 15.0514, 360.172, 13.5389, 385.69, 15.6613
672, 0.00000, 341.962, 14.3664, 330.785, 12.4422, 347.105, 14.5161
672, 900.00000, 334.439, 14.5446, 311.108, 12.5707, 334.492, 14.6108
672, 1800.00000, 318.246, 14.1162, 303.82, 12.5393, 316.947, 14.221
672, 2700.00000, 292.184, 13.5, 273.585, 11.8966, 279.695, 14.2495
673, 0.00000, 291.095, 13.4919, 267.989, 11.6331, 275.23, 14.0537
673, 900.00000, 284.012, 13.665, 258.408, 11.9389, 262.835, 14.3479
673, 1800.00000, 279.701, 13.3391, 261.719, 11.9602, 257.17, 13.924
673, 2700.00000, 296.923, 13.8448, 272.073, 12.225, 268.242, 14.0813
674, 0.00000, 311.12, 14.1771, 289.641, 12.7903, 290.501, 14.7874
674, 900.00000, 284.656, 12.6966, 273.454, 11.5094, 268.183, 13.5701
674, 1800.00000, 280.419, 11.9651, 274.75, 10.9977, 263.952, 12.8114
674, 2700.00000, 291.6, 12.1865, 288.443, 11.3834, 276.729, 13.058
675, 0.00000, 307.428, 12.7193, 303.731, 11.9169, 293.8, 13.5315
675, 900.00000, 302.048, 11.8673, 300.096, 10.9297, 290.91, 12.7697
675, 1800.00000, 308.863, 11.562, 306.179, 10.5202, 300.357, 12.6176
675, 2700.00000, 330.809, 11.9419, 329.251, 10.9867, 321.393, 12.9035
676, 0.00000, 350.481, 12.0478, 349.466, 11.1001, 340.293, 12.9773
676, 900.00000, 382.22, 12.5739, 380.168, 11.6331, 369.391, 13.4445
676, 1800.00000, 406.503, 12.8004, 403.283, 11.8689, 394.536, 13.7352
676, 2700.00000, 409.223, 12.248, 406.383, 11.2266, 398.551, 13.1987
677, 0.00000, 422.748, 12.0755, 420.509, 11.0956, 406.582, 12.8628
677, 900.00000, 456.724, 11.7876, 454.89, 11.2949, 443.887, 12.8126
677, 1800.00000, 487.35, 11.8256, 484.343, 11.0412, 487.009, 12.5211
677, 2700.00000, 531.466, 12.0127, 517.294, 11.248, 521.367, 12.5943
678, 0.00000, 549.118, 11.783, 535.01, 11.0522, 536.113, 12.4141
678, 900.00000, 587.068, 12.3443, 575.176, 11.7423, 564.441, 13.0816
678, 1800.00000, 604.593, 12.5782, 596.458, 11.6299, 576.673, 12.9007
678, 2700.00000, 639.177, 12.6174, 635.838, 11.835, 618.268, 13.1377
679, 0.00000, 644.106, 12.8969, 643.851, 12.0116, 624.038, 13.376
679, 900.00000, 669.141, 13.3947, 667.868, 12.6085, 642.842, 13.6279
679, 1800.00000, 687.32, 13.8643, 654.254, 12.5683, 654.702, 14.1714
