hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
84, 1800.00000, 868.35, 13.5438, 845.236, 12.5673, 854.73, 13.5783
84, 2700.00000, 875.613, 13.9432, 857.133, 13.0284, 856.712, 14.1933
85, 0.00000, 867.17, 13.8136, 861.326, 13.1792, 853.789, 14.0027
85, 900.00000, 847.087, 13.7031, 836.422, 12.6974, 840.065, 13.9411
85, 1800.00000, 815.913, 13.6177, 811.047, 12.6189, 805.115, 13.9951
85, 2700.00000, 816.205, 13.8908, 812.556, 12.8335, 796.984, 14.1141
86, 0.00000, 820.058, 14.0578, 824.26, 13.14, 808.018, 14.2692
86, 900.00000, 826.759, 13.9252, 824.267, 12.9864, 810.183, 14.0148
86, 1800.00000, 821.402, 14.0021, 813.793, 13.0646, 793.004, 13.9882
86, 2700.00000, 797.622, 13.6256, 782.645, 12.6376, 768.324, 13.6992
87, 0.00000, 801.031, 13.6611, 788.999, 12.6045, 763.616, 13.7151
87, 900.00000, 829.773, 13.884, 801.706, 12.9644, 792.104, 14.0932
87, 1800.00000, 846.012, 13.9758, 803.329, 13.0471, 792.896, 13.9436
87, 2700.00000, 814.325, 13.9803, 782.831, 13.0823, 765.273, 13.9628
88, 0.00000, 813.759, 14.0673, 780.824, 13.133, 770.98, 14.2196
88, 900.00000, 804.492, 13.6165, 786.703, 12.8693, 766.102, 13.8947
88, 1800.00000, 825.856, 13.5651, 813.484, 12.8376, 787.892, 13.738
88, 2700.00000, 830.013, 13.4511, 830.198, 12.6684, 808.529, 13.6319
89, 0.00000, 848.726, 13.2419, 857.805, 12.4409, 840.021, 13.6066
89, 900.00000, 917.425, 13.1101, 917.064, 12.1909, 905.16, 13.2808
89, 1800.00000, 953.99, 13.1327, 944.042, 12.1274, 938.439, 13.1423
89, 2700.00000, 1034.58, 13.0661, 973.844, 12.1788, 975.834, 13.1278
90, 0.00000, 1092.54, 13.1776, 1006.25, 12.2352, 1040.7, 13.1877
90, 900.00000, 1104.63, 12.8275, 1016.08, 11.8303, 1048.63, 12.9287
90, 1800.00000, 1055.21, 12.8019, 1018.28, 11.8784, 1058.37, 13.2817
90, 2700.00000, 1051.79, 12.6613, 1028.97, 11.8826, 1068.81, 13.302
91, 0.00000, 1040.51, 12.6639, 1031.61, 11.918, 1059.92, 13.1811
91, 900.00000, 1038.45, 12.3394, 1036.16, 11.5498, 1060.29, 12.772
91, 1800.00000, 1042.15, 12.5197, 1051.45, 11.7975, 1074.52, 13.0529
91, 2700.00000, 1031.62, 12.6156, 1052.68, 11.9324, 1040.98, 12.916
92, 0.00000, 1031.8, 12.7204, 1048.88, 11.9912, 1032.29, 13.0334
92, 900.00000, 1014.37, 12.5937, 1052.39, 11.8778, 1022.82, 13.0084
92, 1800.00000, 1018.05, 12.6785, 1048.3, 11.8482, 1019.6, 12.9765
92, 2700.00000, 1002.83, 12.5306, 1019.8, 11.5247, 1000.61, 12.6902
93, 0.00000, 981.357, 12.4898, 989.876, 11.426, 979.724, 12.6835
93, 900.00000, 936.527, 12.4775, 928.514, 11.6213, 913.396, 12.7082
93, 1800.00000, 908.563, 12.5903, 884.864, 11.6535, 870.518, 12.7266
93, 2700.00000, 829.832, 12.2276, 811.525, 11.1163, 805.747, 12.4327
94, 0.00000, 789.108, 12.504, 776.363, 11.3164, 772.642, 12.864
94, 900.00000, 718.995, 12.5682, 717.655, 11.4144, 719.561, 13.2104
94, 1800.00000, 680.377, 12.9987, 681.965, 11.4417, 689.379, 13.4027
94, 2700.00000, 648.569, 13.1466, 656.075, 11.6303, 672.71, 13.3574
95, 0.00000, 644.138, 13.555, 668.062, 12.4035, 675.435, 13.904
95, 900.00000, 609.299, 13.6281, 615.846, 12.3126, 630.683, 13.8383
95, 1800.00000, 594.175, 13.361, 590.276, 11.6148, 600.127, 13.383
95, 2700.00000, 586.956, 13.3575, 594.151, 11.8357, 598.217, 13.6756
96, 0.00000, 580.619, 13.0328, 587.482, 11.5264, 585.041, 13.4547
96, 900.00000, 570.281, 12.9222, 575.688, 11.3766, 568.432, 13.0706
96, 1800.00000, 561.742, 12.8006, 576.505, 11.5144, 570.389, 13.252
96, 2700.00000, 540.238, 12.2259, 554.238, 10.942, 548.896, 12.7542
97, 0.00000, 543.33, 12.2973, 547.308, 10.7392, 545.281, 12.5893
97, 900.00000, 489.291, 12.354, 498.071, 10.889, 465.946, 13.3167
97, 1800.00000, 486.637, 12.0965, 503.268, 10.6558, 457.467, 13.1245
97, 2700.00000, 496.161, 11.8052, 503.589, 10.2776, 462.975, 12.6021
98, 0.00000, 522.29, 12.0148, 528.76, 10.6551, 495.031, 12.9677
98, 900.00000, 520.881, 11.3476, 547.206, 10.0678, 500.604, 12.4078
98, 1800.00000, 545.057, 11.2216, 574.253, 10.0095, 528.011, 12.083
98, 2700.00000, 587.299, 11.7514, 616.628, 10.5946, 572.196, 12.5296
99, 0.00000, 600.291, 11.4244, 627.158, 10.1968, 586.51, 12.1349
99, 900.00000, 593.26, 10.5913, 619.985, 9.52613, 577.316, 11.22
99, 1800.00000, 612.722, 10.5577, 643.722, 9.67061, 600.2, 11.3681
99, 2700.00000, 636.567, 10.4072, 671.541, 9.63843, 624.183, 11.2296
100, 0.00000, 665.543, 10.2951, 696.093, 9.41727, 646.958, 10.9285
100, 900.00000, 717.874, 10.6687, 748.746, 9.83958, 693.46, 11.1512
100, 1800.00000, 725.303, 9.98742, 769.384, 9.50355, 706.222, 10.6677
100, 2700.00000, 761.366, 9.81941, 804.792, 9.19961, 748.091, 10.2285
101, 0.00000, 800.316, 9.92222, 841.042, 9.21807, 783.042, 10.2908
101, 900.00000, 852.362, 9.88079, 877.261, 9.25155, 836.766, 10.3602
101, 1800.00000, 897.312, 10.1962, 916.583, 9.53208, 865.37, 10.6866
101, 2700.00000, 941.822, 10.3219, 967.987, 9.61883, 914.555, 10.6937
102, 0.00000, 1004.93, 10.6079, 1032.29, 9.84753, 981.349, 10.9056
102, 900.00000, 1058.73, 10.7467, 1096.35, 10.1412, 1031.05, 11.2029
102, 1800.00000, 1070.48, 10.5902, 1119.86, 10.1896, 1046.07, 11.1769
102, 2700.00000, 1099.87, 10.9983, 1141.41, 10.5038, 1078.34, 11.5519
103, 0.00000, 1129.59, 11.744, 1149.17, 11.1422, 1104.66, 12.6724
103, 900.00000, 1115.49, 11.8288, 1139.04, 11.1802, 1087.32, 12.4558
103, 1800.00000, 1117.79, 11.658, 1153.81, 11.1842, 1085.18, 11.8684
103, 2700.00000, 1096.55, 11.5982, 1127.78, 11.0078, 1076.65, 11.7834
104, 0.00000, 1079.2, 11.5638, 1108.62, 10.9455, 1074.62, 11.8273
104, 900.00000, 1058.16, 12.2299, 1103.12, 11.424, 1072.37, 12.4259
104, 1800.00000, 1029.37, 12.5433, 1068.23, 11.6901, 1031.13, 12.7355
104, 2700.00000, 963.204, 12.6811, 989.118, 11.9667, 940.196, 13.1682
105, 0.00000, 938.445, 12.8772, 954.743, 12.0497, 904.488, 13.363
105, 900.00000, 937.45, 13.3467, 953.068, 12.5888, 904.17, 13.587
105, 1800.00000, 911.368, 13.2065, 934.091, 12.4805, 897.68, 13.5226
105, 2700.00000, 905.114, 13.2743, 934.437, 12.5046, 900.378, 13.7538
106, 0.00000, 899.025, 13.4819, 931.866, 12.7931, 886.805, 13.8625
106, 900.00000, 945.623, 13.0212, 975.196, 12.2712, 953.502, 13.0659
106, 1800.00000, 942.786, 13.0039, 977.991, 12.2778, 956.43, 12.874
106, 2700.00000, 927.653, 13.0968, 960.226, 12.4542, 943.657, 13.1289
107, 0.00000, 906.148, 13.1221, 930.259, 12.4059, 922.452, 13.1645
107, 900.00000, 908.919, 12.8147, 893.358, 12.2595, 911.465, 13.053
107, 1800.00000, 901.296, 13.5478, 878.329, 12.9888, 906.241, 14.281
107, 2700.00000, 890.979, 13.2092, 861.721, 12.6461, 890.757, 13.5303
108, 0.00000, 870.898, 13.1478, 846.411, 12.4796, 876.443, 13.4094
108, 900.00000, 858.876, 13.4112, 840.515, 12.6031, 873.17, 13.5603
108, 1800.00000, 857.225, 14.1691, 819.315, 12.957, 835.798, 13.9176
108, 2700.00000, 822.461, 14.1645, 800.226, 13.1608, 808.236, 14.2306
109, 0.00000, 828.306, 14.6878, 806.941, 13.6908, 809.247, 14.6691
109, 900.00000, 834.347, 14.8492, 803.888, 13.7478, 810.82, 14.7059
109, 1800.00000, 803.443, 14.5335, 776.21, 13.6134, 772.201, 14.4258
109, 2700.00000, 763.169, 13.9282, 744.982, 13.1326, 747.102, 14.0457
110, 0.00000, 775.463, 13.8159, 745.963, 13.012, 747.143, 13.679
110, 900.00000, 759.996, 13.3065, 733.992, 12.618, 737.979, 13.2689
110, 1800.00000, 774.995, 13.7778, 753.653, 12.9773, 772.536, 13.7678
110, 2700.00000, 791.779, 14.5253, 767.479, 13.7162, 770.462, 14.5285
111, 0.00000, 786.583, 14.2142, 759.497, 13.5138, 760.437, 14.5659
111, 900.00000, 807.269, 14.3977, 762.333, 13.5799, 765.684, 14.5399
111, 1800.00000, 796.916, 14.1129, 751.089, 13.2983, 746.465, 14.1523
111, 2700.00000, 788.234, 14.1161, 741.59, 13.3835, 738.444, 14.4006
112, 0.00000, 780.711, 13.9478, 737.664, 13.1614, 735.655, 14.2141
112, 900.00000, 802.538, 14.076, 768.31, 13.1625, 761.276, 14.2783
112, 1800.00000, 831.257, 14.3954, 798.395, 13.3024, 808.766, 14.4076
112, 2700.00000, 834.443, 14.0542, 814.67, 13.1101, 819.085, 14.1263
113, 0.00000, 841.536, 13.7577, 821.646, 12.7877, 827.124, 13.813
113, 900.00000, 906.825, 13.9829, 867.75, 13.0694, 872.168, 14.1524
113, 1800.00000, 925.282, 14.0647, 864.93, 13.2052, 879.19, 14.3427
113, 2700.00000, 923.014, 13.8678, 858.115, 12.7909, 876.112, 14.0305
114, 0.00000, 914.961, 13.6356, 863.649, 12.5618, 876.69, 13.7454
114, 900.00000, 927.686, 13.3193, 906.06, 12.3954, 901.948, 13.4155
114, 1800.00000, 932.295, 13.3713, 918.949, 12.4471, 919.522, 13.6005
114, 2700.00000, 956.533, 13.4974, 942.323, 12.6383, 950.034, 13.722
115, 0.00000, 981.463, 13.793, 960.496, 12.8927, 979.708, 13.986
115, 900.00000, 977.76, 13.3098, 964.898, 12.4177, 984.051, 13.4887
115, 1800.00000, 975.365, 12.9496, 975.851, 12.2417, 970.878, 13.2037
115, 2700.00000, 954.983, 12.807, 954.555, 11.9901, 942.671, 12.9845
116, 0.00000, 960.661, 12.8842, 943.264, 11.8383, 956.843, 13.0856
116, 900.00000, 952.289, 13.0278, 943.828, 11.8584, 953.277, 13.2314
116, 1800.00000, 964.693, 13.3355, 970.43, 12.1122, 979.431, 13.6183
116, 2700.00000, 979.455, 13.2513, 982.007, 12.1341, 1003.48, 13.6432
117, 0.00000, 989.315, 13.1492, 976.942, 12.1637, 1007.71, 13.6802
117, 900.00000, 957.155, 13.3312, 930.087, 12.6031, 963.449, 14.4015
117, 1800.00000, 917.67, 13.1268, 876.283, 12.3316, 901.831, 13.8348
117, 2700.00000, 832.757, 12.6171, 791.006, 11.5127, 824.607, 13.0337
118, 0.00000, 785.474, 12.5717, 739.252, 11.2607, 780.211, 12.7395
118, 900.00000, 722.959, 12.759, 683.491, 11.5088, 719.438, 12.78
118, 1800.00000, 700.931, 13.1645, 648.565, 11.6979, 677.028, 13.1539
118, 2700.00000, 639.082, 13.0527, 593.525, 11.5704, 610.513, 12.9542
119, 0.00000, 596.053, 13.3268, 558.963, 11.485, 561.732, 12.9475
119, 900.00000, 560.237, 13.0848, 533.276, 11.578, 553.629, 13.6871
119, 1800.00000, 562.176, 12.8845, 542.131, 11.4429, 553.062, 13.2967
119, 2700.00000, 583.909, 13.0088, 560.902, 11.5841, 554.028, 12.8739
120, 0.00000, 582.074, 12.7193, 576.647, 11.0552, 574.981, 12.8523
120, 900.00000, 599.728, 12.0572, 611.24, 10.7383, 608.274, 12.445
120, 1800.00000, 623.384, 12.393, 624.512, 10.8527, 628.26, 12.6771
120, 2700.00000, 610.905, 11.9656, 612.565, 10.416, 612.63, 12.2584
121, 0.00000, 584.523, 11.4392, 585.21, 9.97559, 584.529, 11.7349
121, 900.00000, 529.126, 12.1612, 528.154, 10.8793, 505.492, 13.076
121, 1800.00000, 512.202, 12.0131, 522.025, 10.7967, 482.612, 12.8925
121, 2700.00000, 488.635, 11.3835, 498.875, 10.0874, 465.983, 12.4577
122, 0.00000, 495.791, 11.6994, 500.375, 10.3391, 468.162, 12.605
122, 900.00000, 487.396, 11.3521, 505.6, 9.92154, 457.876, 12.2557
122, 1800.00000, 492.14, 11.0192, 517.73, 9.84155, 471.341, 12.0686
122, 2700.00000, 517.727, 11.4022, 536.804, 10.0052, 500.602, 12.3598
123, 0.00000, 515.564, 10.811, 536.443, 9.46588, 495.288, 11.5802
123, 900.00000, 536.082, 11.2771, 557.099, 10.1909, 512.072, 11.9213
123, 1800.00000, 538.744, 11.2701, 558.965, 10.1677, 521.594, 12.1221
123, 2700.00000, 528.621, 10.6, 548.906, 9.45855, 509.366, 11.3061
124, 0.00000, 551.856, 10.8275, 580.478, 10.0462, 533.024, 11.5368
124, 900.00000, 589.354, 11.0213, 614.184, 10.1954, 570.148, 11.6301
124, 1800.00000, 617.625, 10.6085, 636.003, 9.62364, 594.229, 10.9953
124, 2700.00000, 658.126, 10.7185, 684.341, 10.0041, 636.96, 11.1197
125, 0.00000, 690.228, 10.7136, 721.958, 10.1434, 670.487, 11.1249
125, 900.00000, 718.853, 10.2228, 730.196, 9.65721, 693.66, 10.5828
125, 1800.00000, 753.458, 10.5546, 767.036, 10.1121, 732.74, 11.0442
125, 2700.00000, 780.06, 10.6123, 788.425, 10.0361, 756.016, 10.9949
126, 0.00000, 800.944, 10.4564, 808.042, 9.86586, 771.856, 10.8871
126, 900.00000, 863.451, 10.6621, 877.364, 10.1838, 827.312, 11.1448
126, 1800.00000, 904.245, 10.4415, 921.251, 9.94776, 860.551, 10.8607
126, 2700.00000, 930.296, 10.3991, 951.779, 9.80657, 889.557, 10.8219
127, 0.00000, 979.741, 10.7489, 998.179, 10.0871, 941.039, 11.216
127, 900.00000, 1010.78, 11.5887, 1030.64, 10.7279, 963.638, 11.7172
127, 1800.00000, 1032.04, 11.8284, 1050.25, 10.8917, 977.62, 11.8019
127, 2700.00000, 1029.57, 11.5043, 1060.54, 10.9038, 979.596, 11.597
128, 0.00000, 1039.29, 11.3683, 1054.23, 10.6858, 988.806, 11.3362
128, 900.00000, 1054.82, 11.7013, 1081.42, 11.2002, 1015.21, 11.717
128, 1800.00000, 1051.5, 12.0358, 1075.18, 11.5018, 1011.14, 12.0864
128, 2700.00000, 1030.13, 12.3688, 1034.19, 11.8123, 993.572, 12.5656
129, 0.00000, 994.341, 12.5138, 999.716, 11.8157, 953.261, 12.9845
129, 900.00000, 989.27, 13.0614, 994.67, 12.4024, 952.842, 13.5596
129, 1800.00000, 962.766, 13.0046, 966.005, 12.4826, 926.916, 13.5341
129, 2700.00000, 944.877, 13.2079, 953.55, 12.6824, 905.307, 13.5321
130, 0.00000, 907.722, 13.3713, 914.755, 12.8548, 868.114, 13.6768
130, 900.00000, 946.992, 13.0614, 969.64, 12.4284, 955.765, 13.1406
130, 1800.00000, 952.495, 12.9625, 976.538, 12.2852, 991.656, 12.9476
130, 2700.00000, 931.833, 12.8426, 953.74, 12.1755, 969, 12.9322
131, 0.00000, 913.369, 13.041, 914.832, 12.1509, 926.035, 13.0851
131, 900.00000, 921.066, 13.5565, 906.843, 12.8239, 924.883, 13.97
131, 1800.00000, 885.397, 13.2058, 871.807, 12.5651, 875.414, 13.2926
131, 2700.00000, 864.65, 13.1964, 875.884, 12.6662, 845.587, 13.209
132, 0.00000, 861.14, 13.6891, 860.45, 12.9156, 835.985, 13.4676
132, 900.00000, 848.029, 13.9868, 833.226, 13.0691, 842.78, 13.8105
132, 1800.00000, 841.266, 14.1011, 839.769, 13.3392, 844.224, 14.1299
132, 2700.00000, 834.278, 14.0059, 847.876, 13.4126, 830.141, 14.0287
133, 0.00000, 834.253, 14.0022, 836.705, 13.1879, 816.604, 14.0464
133, 900.00000, 824.888, 14.1105, 825.786, 13.3305, 827.426, 14.5132
133, 1800.00000, 801.1, 13.901, 811.642, 13.4213, 807.681, 14.5367
133, 2700.00000, 811.759, 14.296, 813.629, 13.5, 818.056, 14.7583
134, 0.00000, 817.614, 14.4196, 807.151, 13.4475, 818.92, 14.6068
134, 900.00000, 803.168, 14.281, 799.198, 13.3177, 809.043, 14.4737
134, 1800.00000, 769.72, 13.9073, 779.619, 12.8974, 794.257, 14.0379
134, 2700.00000, 752.793, 13.7679, 759.974, 12.726, 786.433, 13.9816
135, 0.00000, 761.776, 14.0889, 765.619, 13.2593, 797.021, 14.4915
135, 900.00000, 774.536, 14.2142, 758.084, 13.37, 785.622, 14.4634
135, 1800.00000, 769.98, 14.2351, 748.201, 13.2054, 769.635, 14.4147
135, 2700.00000, 766.177, 14.3329, 752.408, 13.4072, 764.758, 14.883
136, 0.00000, 768.796, 14.3877, 757.763, 13.5566, 767.166, 14.9844
136, 900.00000, 776.649, 14.016, 752.514, 13.1013, 773.928, 14.6652
136, 1800.00000, 786.264, 13.9456, 770.761, 13.0769, 794.662, 14.6891
136, 2700.00000, 817.85, 13.816, 800.233, 13.0359, 816.694, 14.2268
137, 0.00000, 832.379, 13.6081, 806.762, 12.6815, 824.464, 13.9221
137, 900.00000, 869.846, 13.2214, 859.366, 12.2892, 870.101, 13.5893
137, 1800.00000, 915.616, 13.5813, 920.556, 12.4515, 905.591, 13.6638
137, 2700.00000, 942.647, 13.6562, 946.395, 12.6446, 932.267, 13.7736
138, 0.00000, 967.283, 13.8015, 963.213, 12.7434, 961.15, 14.0779
138, 900.00000, 1005.98, 13.6085, 1012.39, 12.645, 991.685, 14.043
138, 1800.00000, 1003.84, 13.5249, 1016.23, 12.7924, 989.326, 13.8968
138, 2700.00000, 1012.8, 13.5717, 1027.61, 12.7193, 1002.33, 13.6227
139, 0.00000, 1026.69, 13.5391, 1051.68, 12.7328, 1023.06, 13.5876
139, 900.00000, 1024.84, 13.1427, 1039.77, 12.4325, 1036.1, 13.2577
139, 1800.00000, 1020.71, 13.1294, 1024.78, 12.1619, 1033.97, 13.2633
139, 2700.00000, 1017.41, 13.2505, 1030.74, 12.2275, 1035.96, 13.3143
140, 0.00000, 1014.67, 13.2537, 1039.64, 12.4602, 1043.24, 13.4524
140, 900.00000, 990.696, 13.1915, 1004.69, 12.2291, 997.889, 13.3624
140, 1800.00000, 1001.6, 13.9505, 992.289, 12.533, 1006.94, 13.9479
140, 2700.00000, 999.795, 13.6517, 998.552, 12.3757, 991.557, 13.5649
141, 0.00000, 984.945, 13.0199, 983.456, 11.9329, 985.497, 13.18
141, 900.00000, 975.046, 13.1131, 960.423, 11.9782, 960.973, 13.2987
141, 1800.00000, 989.083, 13.3463, 1002.14, 12.6966, 993.565, 13.6237
141, 2700.00000, 979.796, 13.3638, 990.678, 12.5743, 996.553, 13.621
142, 0.00000, 985.095, 13.4009, 999.617, 12.4986, 992.868, 13.5833
142, 900.00000, 941.727, 13.0415, 974.898, 12.2006, 924.755, 13.2299
142, 1800.00000, 926.284, 12.7145, 947.046, 11.8758, 910.637, 13.0115
142, 2700.00000, 914.271, 12.836, 935.519, 11.9898, 897.76, 13.0802
143, 0.00000, 871.482, 12.6598, 904.766, 11.9275, 866.789, 13.122
143, 900.00000, 818.313, 12.6719, 844.973, 11.8178, 809.428, 13.042
143, 1800.00000, 782.113, 12.6332, 807.526, 11.7538, 789.019, 13.1476
143, 2700.00000, 722.521, 12.5222, 733.175, 11.6719, 739.879, 13.0793
144, 0.00000, 670.577, 12.472, 674.48, 11.3528, 677.127, 12.916
144, 900.00000, 586.365, 12.5471, 597.705, 11.5347, 594.876, 13.2479
144, 1800.00000, 539.338, 12.2071, 543.751, 10.881, 546.809, 12.8434
144, 2700.00000, 517.824, 12.435, 513.493, 10.7524, 514.421, 12.7739
145, 0.00000, 509.819, 12.615, 508.279, 11.0977, 503.333, 12.9068
145, 900.00000, 458.947, 13.2977, 452.016, 11.6019, 425.23, 14.3254
145, 1800.00000, 455.199, 12.9512, 452.19, 11.2239, 418.105, 13.9862
145, 2700.00000, 462.671, 12.8356, 463.438, 11.2474, 434.006, 14.1103
146, 0.00000, 484.423, 12.8287, 481.664, 11.1591, 454.501, 13.979
146, 900.00000, 486.759, 12.6814, 504.505, 10.9424, 462.575, 13.7281
146, 1800.00000, 495.548, 12.3238, 522.262, 10.8279, 479.163, 13.4904
146, 2700.00000, 516.321, 12.1471, 539.699, 10.5541, 495.238, 12.9446
147, 0.00000, 526.847, 11.8484, 558.044, 10.3512, 512.886, 12.538
147, 900.00000, 538.398, 11.4527, 571.727, 10.3687, 524.782, 12.204
147, 1800.00000, 553.971, 11.1219, 585.874, 10.0703, 535.368, 11.7342
147, 2700.00000, 571.684, 11.0046, 602.978, 9.94658, 554, 11.5528
148, 0.00000, 578.533, 10.6244, 613.574, 9.72127, 580.318, 11.4439
148, 900.00000, 596.194, 10.6234, 630.299, 9.78349, 599.747, 11.4165
148, 1800.00000, 616.637, 10.8264, 648.006, 9.90989, 619.794, 11.5841
148, 2700.00000, 617.812, 10.2972, 652.221, 9.52919, 628.567, 11.2053
149, 0.00000, 643.337, 10.2376, 674.471, 9.51008, 651.407, 11.0526
149, 900.00000, 704.821, 10.4793, 714.691, 9.70705, 704.128, 11.0218
149, 1800.00000, 735.511, 9.98312, 745.895, 9.382, 725.789, 10.6395
149, 2700.00000, 786.878, 10.2238, 794.152, 9.51748, 768.995, 10.7449
150, 0.00000, 820.432, 10.1678, 829.922, 9.53048, 796.963, 10.6243
150, 900.00000, 845.379, 9.87326, 858.346, 9.18759, 813.633, 10.3841
150, 1800.00000, 866.129, 10.1204, 887.331, 9.50523, 835.352, 10.6005
150, 2700.00000, 884.181, 10.4162, 909.027, 9.77308, 863.956, 10.995
151, 0.00000, 894.728, 10.5616, 916.082, 9.83, 880.681, 11.3137
151, 900.00000, 929.518, 11.4366, 943.514, 10.5527, 896.133, 11.6802
151, 1800.00000, 942.495, 11.7516, 945.551, 10.844, 903.582, 12.0545
151, 2700.00000, 939.862, 11.7483, 956.415, 11.2729, 902.692, 12.3443
152, 0.00000, 954.21, 12.1651, 966.294, 11.6482, 921.022, 12.711
152, 900.00000, 945.609, 12.7727, 959.416, 12.0431, 899.932, 13.1984
152, 1800.00000, 920.058, 12.8601, 941.641, 12.1668, 870.436, 13.2086
152, 2700.00000, 883.491, 13.1259, 906.217, 12.3971, 846.186, 13.4817
153, 0.00000, 888.07, 13.517, 900.23, 12.6748, 852.446, 13.8041
153, 900.00000, 887.817, 13.8269, 891.347, 13.0825, 845.727, 14.062
153, 1800.00000, 873.413, 14.0045, 850.838, 13.1888, 811.786, 14.3261
153, 2700.00000, 875.879, 14.4792, 837.742, 13.5181, 809.724, 14.6572
154, 0.00000, 853.691, 14.7598, 820.84, 13.9044, 805.632, 15.1887
154, 900.00000, 893.359, 14.1274, 872.267, 13.257, 889.765, 14.2059
154, 1800.00000, 900.56, 14.1845, 892.024, 13.0871, 923.011, 14.059
154, 2700.00000, 868.295, 14.0475, 886.596, 13.3432, 900.111, 14.129
155, 0.00000, 854.737, 14.1149, 854.071, 13.2561, 879.115, 14.0972
155, 900.00000, 876.246, 14.012, 842.003, 13.27, 891.568, 13.9973
155, 1800.00000, 873.089, 14.1073, 839.201, 13.4249, 881.109, 14.1687
155, 2700.00000, 839.58, 14.2054, 823.179, 13.7109, 847.66, 14.359
156, 0.00000, 806.952, 14.403, 786.316, 13.9334, 799.831, 14.779
156, 900.00000, 793.22, 14.7447, 772.482, 14.0393, 782.936, 15.0466
156, 1800.00000, 772.341, 14.951, 761.976, 14.3021, 766.398, 15.1987
156, 2700.00000, 769.68, 14.9787, 760.393, 14.4102, 761.145, 15.2856
157, 0.00000, 759.326, 15.0763, 748.366, 14.5697, 750.137, 15.2543
157, 900.00000, 731.363, 14.8388, 714.529, 14.1064, 729.941, 15.0985
157, 1800.00000, 713.614, 14.7432, 695.295, 13.9412, 713.446, 15.1635
157, 2700.00000, 705.473, 14.807, 693.611, 14.1662, 699.91, 15.1411
158, 0.00000, 691.783, 14.8398, 674.901, 13.9825, 689.327, 15.2608
158, 900.00000, 679.061, 14.5694, 684.514, 14.0558, 689.723, 15.088
158, 1800.00000, 683.351, 14.6021, 677.403, 13.7175, 703.166, 14.9412
158, 2700.00000, 688.066, 14.851, 688.614, 14.0497, 721.181, 15.2747
159, 0.00000, 670.479, 15.0793, 666.996, 14.3422, 693.656, 15.7212
159, 900.00000, 677.805, 14.6606, 663.745, 14.0204, 711.471, 15.2635
159, 1800.00000, 699.637, 14.5834, 665.213, 13.9558, 710.635, 15.1105
159, 2700.00000, 682.036, 14.3124, 662.945, 13.8306, 705.273, 14.8347
160, 0.00000, 684.291, 14.644, 666.515, 14.0532, 706.52, 15.1324
160, 900.00000, 710.363, 14.7191, 699.789, 13.9146, 737.219, 15.3304
160, 1800.00000, 725.43, 14.7467, 724.152, 13.9437, 739.146, 15.4323
160, 2700.00000, 736.581, 14.7879, 726.943, 13.9717, 729.914, 15.3462
161, 0.00000, 796.841, 15.0673, 770.533, 13.9967, 801.054, 15.2621
161, 900.00000, 803.847, 14.4362, 769.054, 13.2416, 808.986, 14.6118
161, 1800.00000, 836.351, 14.0392, 792.552, 12.773, 840.602, 14.2396
161, 2700.00000, 860.076, 13.8088, 810.645, 12.8923, 854.107, 14.1221
162, 0.00000, 879.558, 13.693, 841.676, 12.9514, 887.963, 14.185
162, 900.00000, 903.116, 13.76, 868.87, 12.8961, 921.145, 14.1852
162, 1800.00000, 904.481, 13.5558, 884.776, 12.4904, 929.194, 13.9456
162, 2700.00000, 889.156, 13.6288, 892.287, 12.4448, 924.735, 14.0638
163, 0.00000, 887.447, 13.817, 895.223, 12.7381, 927.428, 14.1073
163, 900.00000, 889.577, 13.4776, 901.719, 12.7015, 937.315, 13.9602
163, 1800.00000, 896.312, 13.8385, 902.144, 13.1631, 937.894, 14.2396
163, 2700.00000, 909.85, 14.129, 892.094, 13.225, 947.468, 14.4161
164, 0.00000, 909.696, 14.0539, 901.663, 13.2517, 939.988, 14.2518
164, 900.00000, 870.651, 13.651, 887.56, 12.8101, 873.212, 13.8476
164, 1800.00000, 844.988, 13.4146, 856.427, 12.4614, 848.662, 13.5835
164, 2700.00000, 836.236, 13.5438, 848.515, 12.6185, 843.517, 13.7807
165, 0.00000, 792.046, 13.3635, 796.419, 12.2168, 813.628, 13.7775
165, 900.00000, 729.66, 13.4281, 719.028, 12.2475, 752.035, 13.8135
165, 1800.00000, 723.318, 13.4361, 719.933, 12.5868, 740.199, 13.9576
165, 2700.00000, 729.053, 13.9768, 727.244, 13.1386, 734.92, 14.3933
166, 0.00000, 683.567, 13.5742, 685.838, 12.5314, 687.486, 14.055
166, 900.00000, 619.363, 13.5192, 629.743, 12.7177, 627.199, 14.0396
